text,is_related_to_Across_protocol
Wicks are getting filled across the board.,0
"I am proud to support @jacksondenka in his mission to create the best on-chain user experience in the space. 

The idea is simple: let users trade any asset across any blockchain without needing to understand crypto — that's how you onboard the masses.

Concepts like wallets, seed phrases, gas fees, bridging or even interacting with a DEX will eventually be abstracted from the end user.  

From the day I first met him, it was clear he had what it takes to achieve this vision, and I'm excited for what's next.",0
The real scroll airdrop is realizing you had a bunch of money on it for a year and a half across fifty wallets you forgot about,0
"i’ve always believed the dream for crypto is putting all markets across all assets and protocols onto one screen 

Azura is the most elegant market aggregation layer i’ve seen to date 💕 excited to see what Jackson and team build",0
"I invested a long time ago because a lot of other galaxy brains invested and it sounded like it could become a defi blue chip

Big brain founder, straightforward vision of aggregating liquidity under the hood so anyone can simply buy any coin across any chain etc",0
"I created an index of 200 coins, dividing them into 10 different narratives. Early on, I understood the rotational nature of this market. 

So, we built a tool called Alpha Screener to simplify your life. It shows you which coins from the Top 200 are attracting the most interest across different timeframes.

On top of that, we offer crypto indexes based on this data, all accessible on Alpha Screener’s homepage. The beauty of these indexes is that they’re dynamic. They’ve consistently picked major winners in recent times: SUI, AAVE, POPCAT, VIRTUALS, and many others.

Why chase alpha endlessly when you can leverage Alpha Screener?

Try it out for a few days.

If it’s not for you, walk away. But give it a shot.

It’s built for you.

I invested six figures to make Alpha Screener available for you.

I believe it will help you make money in this cycle on your own. 

Let Alpha Screener do the heavy lifting.

sign up at https://t.co/YH62xc9Hta to get started.

we're launching v2 soon.",0
"I just came across one of the most interesting opportunities right now on Scroll, perfectly timed for the upcoming Scroll TGE!

Kelp has introduced a new way to maximize rewards with $agETH—an automated vault that allows you to deposit assets and earn rewards across multiple DeFi platforms.

With $agETH, you can access:
✅ Multi-layered rewards, including L2 and airdrop bonuses
✅ Direct minting and bridging on Scroll
✅ Up to 19% APR from various sources like Axelar, Eigenlayer, and Scroll's Level Up Grants program

As the Scroll TGE approaches, this is a prime moment to explore these earning opportunities in the Scroll ecosystem!",0
"Given the rise in attention for on-chain AI Agents I wanted to share my thesis on Virtual Protocol which enables the co-ownership of AI Agents across Entertainment and Gaming.

I've been bullish on AI Agents for awhile given the fact I think these agents will become economically productive. It feels fitting that tokenisation is the method for direct ownership to future revenue generated by these new autonomous economic actors.

Outside of Bittensor there isn't much longer-tail liquid AI assets to speculate on and no one is really interested in the previous DePIN GPU meta. I do believe in the next 5 years there will be an entire entire market dedicated to the ownership of AI Agents. 

VIRTUAL seeks to benefit from the above tailwinds.",0
"You don't need to time this pivot. 

Just maintain a well balanced portfolio and expose yourself to a few top plays across each fundamental sector of crypto.",0
"Spotlight now on INFINIT 👀

They’re bulding a DeFi Abstraction Layer, simplifying user access to DeFi strategies.

Earn INFINIT Stones as rewards while participating in activities such as lending, borrowing, and liquidity provisioning.

With seamless integrations across @pendle_fi , @Lombard_Finance, @SolvProtocol, @ether_fi, @RenzoProtocol, @symbioticfi, @InitCapital_, @SiloFinance, @avalonfinance_, @ethena_labs, INFINIT is building a robust and interconnected ecosystem.

@Infinit_Labs enables deeper participation and efficiency in the decentralized economy.

Contribute and join now 👇

https://t.co/TCLX06pjHD",0
"Don't think I can use Stargate as my favorite bridge anymore.

Stargate charges a $15 fee compared to a $0.97 fee on Across.

It's best to use an aggregator like @JumperExchange to find the cheapest option. https://t.co/HbzDIxn4Ka",1
"I know twitter claimed stats say otherwise but it still feels like there are fewer posts in general on twitter.

It is not just ""for you"" - my private lists that I read are quieter.  I used to not be able to keep up with them, now across crypto and non-crypto, I easily can",0
"I love discovering promising new projects and researching them, but very few actually solve a real problem.

So, when I come across a project targeting a $2.7 trillion real-world industry, I had to do some digging.

$NAYM is set to enter the market soon, so here's a quick @nayms overview ↓

Nayms is an RWA product creating the world’s most liquid digital (re)insurance market, bridging institutional-grade assets with DeFi.

The impact? Nayms targets an industry where $2.7 trillion in general insurance meets tokenized real-world assets, enabling deeper diversification, enhanced risk management, and new opportunities for institutional capital – all powered by $NAYM.

Add to your watchlist!",0
"Tried Particle Network’s universal account which allows users to have a single account and balance usable across multiple chains.

This eliminates the need to manually bridge assets, no managing multiple balances; literally just use applications and forget about the underlying chains they operate on. Also no need to sign individual transactions.

See screenshare below:",0
"After just 4 hours, this token is 100% sold out on Fjord Foundry.

Here's why.🧵                                                                                                 
                                                                                                                                                                                                                                                      
.                                                                                                                                                                                                                                                       

• A Fair Price for Retail.

Everyone is tired of VCs and investors getting ridiculously cheap valuations, while the rest of us get dumped on.

Aware of this, $TANGO held their raise at the EXACT SAME valuation as investors ($45M). Plus, they imposed a 1 year cliff and 2 years of vesting on early investors. 

• Product first, token second.

Prior to launch, @Contango_xyz  achieved +$3.8B in total volume and open interest ATH at $350M, second only to Hyperliquid. 

It's TVL also climbed to $41M.

• A Simple and Appealing narrative.

Looping made easy. Pendle Beta Play.

Let's be honest. Most of us don't have time to research complex leverage and looping strategies.

However, with Contango, you can automate complex looping strategies across LSTs, LRTs, Pendle PTs to gain extra yield on your capital. 

• Strong Backers. 

Parafi, Spartan, Coinbase Ventures. Need I say more?

It's really that simple. People just want actual working products they can invest in at a fair price. That's all they want.

Missed out on this raise?

There will be future opportunities to acquire $TANGO on the open market.

As an early investor, I am excited to see where this project goes.

Note: I am an early investor in Contango and this post was made in collaboration with them. However, I never collaborate with projects I don't believe in. Do your own research. No financial advice.",0
"Sentient memes will swallow liquidity from static memes. 

We don’t need retail. 
We don’t need new liquidity.
We can still do 100x.

We have $60B+ in static memecoins (eg. Doge) which will rotate into the AI + meme meta with ease.

Simple reasoning: static memes are witnessing slowing returns with the same high risk profile + losing attention, while the opposite is true for sentient memes. 

Sentient memes, unlike static memes, offer novelty, relevance (AI), sentient KOLs, non-human humour, higher return profile (new/early), and a margin of safety (perpetual AI shill).

The green candles + 1000x stories from this new meta will spread across crypto and attract existing liquidity in the industry. 

Static memecoins: $60B
Sentient memecoins: $500M

Connect the dots.",0
"Crypto x AI Month - Investing Across The Stack

How can investors leverage the convergence of crypto & AI to capture the next wave of innovation? 

Join @throughnothing, @jbrukh and @caseykcaruso in an insightful debate hosted by @ZeMariaMacedo:

https://t.co/BeUJoAlj2S",1
"Zero Knowledge Proofs (zk proofs) are coming!
An introduction to zkTLS and a list of protocols and use cases of zk proofs in production 👀

How do you prove the validity of data on a blockchain network while preserving privacy? This has been the billion-dollar question for protocols and chains for many years.
​​
Until now, most networks have leveraged optimistic proofs, given the relatively slow speed of zk proofs and the inefficiencies in computational power required to process the proofs.
​
However, things are about to change as zk proofs become increasingly feasible.
​
For instance, some protocols are already implementing zkTLS into production, unleashing a new era for blockchain data authenticity.

This means that data from encrypted internet traffic (like HTTPS) can be proven on-chain without exposing the actual content of that data. zkTLS allows users to prove specific attributes of their data (e.g., identity, ownership) without sharing the details, maintaining privacy and data integrity.
​
It’s important to mention that zkTLS is not used for privacy preservation but for user security and data integrity.
​​
What is a TLS?
The Transport Layer Security (TLS) protects data communications while you browse the Internet, ensuring the data is authentic and safe.
​
Every time you visit a website, TLS ensures that information sent and received in the background stays private with a so-called TLS handshake through a combination of:

🔒 Encryption: so that only the users and the website can interpret it (e.g. HTTPS)
🏦 Integrity: Ensures data hasn’t been modified during the transfer.
✅ Authentication: Verifies the website visited is legit.
​
During the Handshake, the user and browser choose a “secret key,” which both use to create a “shared key.” The shared key is used to “encrypt and decrypt the request from the browser and the websites,” ensuring the data is secure.
​
What are ZKtls? 🌐 
zkTLS (or WebProofs) combine the traditional TLS with zero-knowledge (zk) proofs, enhancing the privacy and security of web communications by adding zk capabilities.
In this way, users can demonstrate the authenticity of data from anywhere without revealing unnecessary or personal details.
​
How do they do so? 
zkTLS leverage “selective reveal”, using zk proofs to extract only the part of the data from the web pages containing the required information.
This way, they can always show the authenticity of data from any source. However, zkTLS does not verify the validity of the data itself.
​
What can zkTLS tell us ✅ 
🏀 The Miami Heat won the NBA championship, according to @espn 
🎶 Someone has purchased tickets on @Ticketmaster 
🍕 A @Doordash used has over 100 order
​
What can’t zkTLS tell us 🚫 
❓ No independent verification of the authenticity of the result
❓ Whether the fan is purchasing tickets to resell or give to friends
❓ Whether the user is just having his friends using the app for him
​
That’s different from leveraging a regular API since access to this data through Webproofs cannot be shut off by the providers.
​
With Webproofs, virtually any Web2 data can be put on-chain in a verifiable manner, without the source of that data needing to take any action–or being able to prevent it. As long as users can access their data on a website (through HTTPS), they cannot be shut down.
​
This concept was initially pioneered in 2016 with more recent protocols bringing it into production, such as:
• @OpacityNetwork 
• @OpenLayerHQ 
• @reclaimprotocol 
• @plutolabs_ 
• @Clique2046 

There are 3 main zkTLS models:
​
1️⃣ Trusted Execution Environments-based zkTLS (TEE)
TEEs ensure that data is handled privately and securely without being altered, providing solid guarantees of data authenticity. TEEs are tamper-proof hardware components (CPUs) processing sensitive information. The TEE guarantees all requests and responses. With this option, users are giving their encrypted username and password to a service provider owning a TEE machine.
​
How does this work in practice?
• The TEE would decrypt your username and password
• Login on your behalf 
• Report the data that was seen in the response
• To verify authenticity, the user provides the signature from the TEE showing that the TLS Handshake was conducted.
​
Users can permanently deactivate the authorized tokens if the TEE is compromised. This is an efficient implementation with almost no additional computational overhead, but users face a security and counterparty risk associated with the TEE.
​
2️⃣ Multi-Party Computation-based zkTLS (MPC)
In a normal TLS Handshake, the website and the browser generate the key. An MPC model, instead, distributes the encryption keys across multiple parties, ensuring that no single entity has full access to the decryption keys.
​
In this case, the browser never has the key but consults a network of nodes to establish a multiparty secret key used in the handshake.
​
This provides additional security measures as all nodes and the browser must cooperate to encrypt and decrypt requests. However, until recently, MPC was deemed to be very expensive to implement in practice and was tweaked into a two-party computation solution, involving the browser and one node instead of multiple (such as TLS Notary).
​
3️⃣ Proxy-based zkTLS
Proxies are intermediaries that use HTTPs to forward encrypted traffic without being able to read it. When a user opens a website, they send it via the HTTPS proxy instead of making a direct request to the website. 
Proxies then provide an “attestation” to the requests, on whether the data is sent by the browser or the website. The website then creates a zkproof of the response's decryption.
​
This is the equivalent of saying:
""Here's the encrypted data, and here's proof from the proxy that it was sent by the website, and here's the zkproof that I have the shared key that decrypts it, and here is that decryption.""
Proxy-based zkTLS are efficient in computation and networking.
​
However, users are still open to the risk of attacks which would require physical access to the proxy machine.
​
Unlocking new case studies with zkTLS 👀
Webproofs allow users to verify the authenticity of data on any server. However, it is essential to specify that they provide no guarantee of the data's truthfulness.

Some of the use cases unlocked include:

• Verify user attributes (account ownership or financial balances) privately, helping bring Web2 functionality securely into Web3 space

• High privacy standards (financial transactions, anonymous authentication, blockchain security).

• Nuanced airdrop distribution:  Users can claim based on their past activity onchain or on Web2 platforms (e.g. stocks held on @Robinhood, @Amazon purchases history, @Uber rides and more). This way, Web3 protocols can leverage on-chain incentives to influence off-chain behavior, going from retroactive rewards to proactive incentives. 

• Minting an NFT commemorating your loyalty to an artist (e.g., an artist must be in the top 10 on @Spotify).

• Airdropping tokens that users can claim according to Web2 activity (e.g., Doordash orders, how much you spent at @Costco this week)

• Bring your algorithm: export your @x followings, generate embeddings based on their profiles, and get user recommendations on Farcaster.

• Loyalty: if you ordered more than 5 coffees this week at Starbucks, you could get rewards for a Web3 coffee brand.

• Onchain Attestations : mint achievements using @eas_eth, @ethsign @Verax and let people composability do their thing.

• Whistleblowing : @ketlxyz, Creddd are a way to get verified based on off-chain or on-chain actions and anonymously share insights or information.

• zkKYC : privacy-preserving KYC

• Upgrading Blockchains DX : L1/L2 focused on Web2 data harvesting with zkTLS - giving developers new tools to build Web3 experiences.

• Web3 vampire attacks: Allocate tokens to users of X platforms and make them available if they perform Z actions.

• Memecoin / social game : using zkTLS to prove you’ve been part of X event - and giving you rewards for it. Have you been to @taylorswift13's show? Own TaylorSwiftWifHat.

• Tokenizing domains: verify domain ownership and allow for tokenization and sales on marketplaces. We can even imagine automatic loans for expensive domains, like two or three A-Z characters dot com domains.

• Oracle as a service: When zkTLS becomes secure with MPCs, dApps should be able to use it as a reliable Oracle solution for price feeds.

• Data DAOs : AI can’t access private data. Harvest anonymized data with zkTLS, train an AI model and give ownership to users.
​
Courtesy of @reclaimprotocol and @TelahVC
​
An interesting example is @zkp2p (https://t.co/eGZ4Lf6HsU) a marketplace for digital goods, with the first implementation being a peer-to-peer secondary ticket marketplace.
​
On ZKP2P, one party sends fiat using Venmo or Revolut, and the other sends the crypto (automatically released) through Webproofs once the payment is made.

Food for thought…
Once again, it’s important to mention that in the context of this piece, the main focus is on the integrity and validity of the proof generated - with less focus on privacy.
​
1⃣TEE models don't use zk proofs, but TEE guarantees

2⃣ MPC/2PC models don't use zk proofs, they use MPC to do the Handshake

3⃣ The Proxying model uses zk proofs, but only after the TLS Handshake is done. The Proxying model is the only one that uses zk for integrity. But none of the models use zk at the TLS Handshake level to mandate the name zkTLS.
​
Webproofs are increasingly blurring the line between Web2 and Web3, tying on-chain and off-chain action, allowing users to export:
• Liquidity 
• Reputation
​
In this way, users can access Web2 services while leveraging the cryptographic security of zkproofs, opening up infinite possibilities to integrate on-chain and off-chain services.
​
Until now, crypto has been siloed from the real world - imagine the potential when the two are finally interconnected.
​
What’s next? 
Zk proofs are getting increasingly cheaper and ready to be implemented in production.
​
The next part of this research will dive deeper into the protocols already implementing zkTLS within their stack.
​
Special thanks to @nascentxyz @TelahVC @reclaimprotocol 

Tagging smart chads and friends interested in zk proofs leverages “selective reveal” by using zk proofs to extract only 
@ericonomic 
@eli5_defi 
@poopmandefi 
@ReveloIntel 
@0xTindorr 
@Route2FI 
@stacy_muur 
@TheDeFiInvestor 
@TheDeFISaint 
@arndxt_xo 
@rektdiomedes 
@thedailydegenhq 
@crypto_linn 
@0xSalazar 
@therollupco 
@zerokn0wledge_ 
@Haylesdefi 
@schizoxbt 
@zkTLSlabs
@abhiarys 
@zkme_",0
"L2 rollups, which together control $35B in TVL, have helped scale Ethereum but have introduced new challenges:

- Fragmentation of users and liquidity
- Degraded UX

AggLayer and Superchain attempt to address these issues, but they now have a formidable new competitor: @nodekitorg.

In a nutshell, Nodekit aims to redefine blockchain composability by introducing a new paradigm: Superbuilders.

Superbuilders offer a paradigm shift in blockchain architecture, enabling transactions and liquidity to flow across chains without fragmentation. @nodekitorg's groundbreaking product, Javelin, exemplifies this innovation.

Javelin constructs blocks for multiple chains simultaneously, removing the need for complex bridges or fragmented liquidity. The aim is to unify users, transactions, and liquidity within a single, composable ecosystem: The Composable Network.

With Javelin, Nodekit offers the following improvements:

- By incorporating Layer 2s into The Composable Network, Javelin unifies users and liquidity under one network, enhancing transaction flow and minimizing friction.

- Users are no longer required to bridge assets or manage multiple L2 environments. Javelin enables transactions across chains within the same block.

- Developers utilizing Javelin’s integrated L2s can customize their infrastructure while benefiting from cross-chain transaction fees.

Javelin holds immense long-term potential. Beyond resolving fragmentation, it could support advanced use cases like:

- Dynamic Intents: Facilitating complex, real-time interactions between users and applications across various chains.

- Chain Abstraction: Simplifying blockchain interactions by hiding the complexities of individual chains.

- Multi-Chain Wallets and dApps: Enabling users to engage with multiple chains from a single interface, enhancing convenience.

The more I research about NodeKit, the more I think that it will be the hub for cross-chain composability in the future.

Through its Composable Cult initiative, Nodekit invites content creators and community members to engage in quests and activities on Zealy. Participants have the chance to earn rewards and gain exclusive roles on Discord.

Just as @eigenlayer is synonymous with Restaking and @CelestiaOrg with Data Availability, @nodekitorg aims to become the go-to name for Superbuilders.

As blockchain technology matures, the demand for seamless cross-chain communication and composability will grow.

Nodekit’s Javelin Superbuilder represents a significant leap forward in addressing these challenges. By enabling synchronized cross-chain transactions, unifying liquidity, and providing developers with the flexibility to build custom solutions, Nodekit is positioning itself as a leader in the Superbuilder era.

Don't fade @nodekitorg.",0
"Still don't think people appreciate how insane it is that Ethereum has many different clients *and* that they are fairly well-distributed across the network.

This is one of Ethereum's crowning achievements because it is *incredibly* hard to achieve and requires years of work. https://t.co/oykdjmxHbU",0
"The infra is ready and technology is no longer the delimiting factor across the board. 

We can finally ship the experiences we have been desiring. 

Looking for entrepreneurs to do that with us.",0
"The NFT meta has changed

Enter the Low-Cost Mint Meta

The @a16zcrypto team published their State of Crypto 2024 report this week, and therein noted that better infra is unlocking new onchain applications.

They said:

Take NFTs, for instance. When crypto transactions were much more expensive a few years ago, people were trading NFTs on secondary markets for large sums totaling billions of dollars. That activity has since subsided, and in its place has risen a new consumer behavior: minting low-cost NFT collections on social apps like Zora and Rodeo.

For example, consider Yuga Labs' infamous Otherside mint. Not only did each plot deed cost ~$6,000 to mint, but the massive interest also caused major congestion on Ethereum, sending transaction fees skyrocketing across the network.

However, since then blockspace has exploded atop Ethereum, with more than 100 Layer 2s now offering fast and cheap transactions. They're only going to get cheaper, too, as the Dencun upgrade recently showed us.

This shift has made it easier to buy and create and collect NFTs. But it's also come alongside a cultural shift here.

Except for cryptoart and the very largest PFP collections, many people have migrated away from NFTs as expensive and exclusive luxury goods with huge secondary markets toward approaching them as affordable and accessible digital memorabilia collected non-speculatively.

Accelerating this trend has been the rise of open edition mints (come one, come all) and the rise of onchain social (@farcaster_xyz, @LensProtocol, @zora, etc.). L2s under the hood bring it all together. When I want to collect a post on @rodeodotclub, it costs me ~$0.25 in ETH, which I don't think twice about.

For the foreseeable future, I expect we'll increasingly see NFTs becoming more integral components of digital identity and onchain social interactions. I don't mint a Rodeo post at $0.25 to flip it. I do it to express my taste onchain and supportively connect with a creator I admire.

The ""luxury"" NFT category will always exist and is still compelling in various ways. It's just that its prominence has subsided as tech advancements and cultural shifts have made participation around NFTs more accessible in general. And that's a good thing!

Written by @wmpeaster",0
An AI made a typo therefore Bitcoin dominance pumped across the entire industry,0
"The only way to stay ahead of the curve in this space is access to the rightful information.

In the world of fragmented projects across this space,

Layer 2 M is the only place to get full access to these alpha, updates and announcement weekly.

Here is this week's chain abstraction landscape updates 👇",0
"This guy turned $3K into $9M in just 3 days, a 3000x return!

He spent only $3K to buy 56M $GNON via 3 wallets and sold a small part.

He currently holds 55.18M $GNON across 4 wallets, worth more than $9M!

Wallets:
4zYDZFgowjRYExR4sjCmFyuu2gAxqh2agnwWGzcdtzAm
EVUX4ffB57KV4QJUAc5dBk9UgF9X4GJiuowSiPaJyNjg
AAhgaeiDxnptFqyfpJ7HP3mm5bnca1bRDoNZzXna5RCc
2nU3MRew1Xukc6QtNgYZ91ehpJYcrQ6c6nELRgGGcArD
DiUynMx59PkppeaHPM2h73xjyeF21oxosUt3ytMZHVvB
2ZW5ZhPnnA1TqAsCbfkjFAMaeXPjJVwT5sykaRJe2XXM
9H77cUGM94brBwibF3GKTnRBHKCbrrDQHQjwZxf7Dy5u",0
"Meticulous travel expenses continues.

So far, America is getting pubstomped by ~everyone across EU and SEA.

Spain, Norway and Taiwan the standouts for cost/reward. https://t.co/viyYzQylDp",0
"Overview on aggregators from @ournetwork__:

📈 @CoWSwap’s volume on Ethereum hit $3.6B in the past 30 days, surpassing both Uniswap & 1inch’s frontends.

📈 @paraswap has facilitated over $1B in trading across 5 different chains.

📈 @DefinitiveFi facilitated a $700k trade for $AERO across 10+ exchanges.

Get a full sector overview ⬇️⬇️⬇️
https://t.co/lF3ubJZcFf",0
"On Crypto x AI Value Accrual, AI Memecoins, and The Future 🤖

The Fat protocol thesis is reversed with Crypto x AI.

Memecoins, the simplest form of apps, are accruing value (attention) since it's easy to fine tune an open source model like Llama and add a token. 

GOAT did this with mass amount of reddit/4chan data, and we're seeing many copies come out faster than we can refresh DEX screener. I have no idea how you degens keep up.

In the future, I think this reverses

Web2 will stop sharing new foundational models and increasingly bias and limit them + people will get tired of basic LLMs, they will want real AI apps intertwined with Crypto. 

Right now Llama is the model of choice for all AI memecoin developers so we are at the whim of Zuckerberg cutting off future releases. Hell if you go over 700M users with Llama you need Meta's permission. What do you think he's gunna say? 

AI models created by decentralized training, bootstrapped by token incentives, will accrue value as they become the engine for all future applications. These models will be more powerful than centralized models, not less, as we cluster the world's devices married with unbiased live data to power responses. 

This creates a unique moat: the combination of decentralized compute, real-time data feeds, and crypto-native incentives enables training capabilities that centralized models simply cannot match. We don't have shareholders to appease, we have longer timelines to build better systems.

Centralized data centers have had 20 years to optimize, decentralized training is a year old and we already have DiStro and DiLOCO to reduce communication between nodes by 800-3000x

Owning a piece of a decentralized open source AI model, a new world engine, will be the ultimate Schelling point. 

There's a reason these AI memecoin's basic logic are not being run on ChatGPT, it can be turned off at any moment and is highly restricted, a polar opposite ethos of Crypto x AI and not everlasting. 

I don't think we get fully sentient, autonomous DeFi agents that are creating and managing ecosystems until we get an AI model via decentralized training to run it, if not, it can be unplugged, regulated away or biased. 

Think about it, today we're unsure if humans are running these AI memecoin accounts. In the future you'll have verified inference (@inference_labs, @IridiumEagle) of results pinging foundational models (@NousResearch, @PrimeIntellect) that are trained with data by @getgrass_io, and to pull live/uncensored results, on network of GPUs by @ionet, @exolabs (clustering), or @akashnet_

These sectors get diverse, within inference there will be entire sub sectors between ZK, OP, TEE and Cryptoeconomic security designs depending on the speed/security you need your inference request. 

Maybe you'll also be using a network of DeFi models by @PondGNN or a specific one by @RPS_Labs to power part of your DeFi economy instead of Llama or some random guys fine tuned version. Maybe you'll use @myshell_ai to build the application much more easily and faster or via @0G_labs operating system. 

Unsure which model to use? Maybe you'll go to @sentient_agi or @AlloraLabsHQ or @opentensor to ask a request and be dynamically routed to the highest performant model for a task. These coordination networks are a full meritocracy surfacing the best models for a specific ask. Hence why I'm bullish on billions of specific models, powered by a diverse set of open source foundational models. 

Uniswap will outsource liquidity provision to these networks or models and Aave will outsource its risk engine. Use cases will expand to MEV protection, risk assessment, or protocol optimization. The game-changer will be cross-protocol AI agents that optimize across the entire DeFi stack - imagine an AI that simultaneously manages Uniswap LP positions while adjusting Aave collateral ratios and hedging via perpetual futures, all based on real-time market conditions.

Tired of hacks after manual audits for your app? @testmachine_ai’s prop AI model will audit your contract without 3-6 months and human errors. I simply can't handle more hacks. 

While AI memecoins are cool, I share these projects to show just how early we are and how insane Crypto x AI will become.

My Crypto x AI Flowchart from May, 2024

AI memecoins positively normalized Crypto x AI for the masses, but I think people will get tired of fast forks pretty soon. People will expect use cases and they will take time.

1 -> AI endorses tokens (Terminal of Truth is here)
2 -> AI autonomously trades tokens (Maybe TERMINAL)
3 -> AI creates tokens 
4 -> AI builds and operates protocols 
5 -> AI fully controls and sustains decentralized economies

While it was taboo 6-12 months ago, a full Crypto x AI future where we build and own the models, which power applications that create full ecosystems and economies with no bias or control by a few people in San Francisco is upon us. Strap in. 

For content check out @Delphi_Digital's Crypto x AI Month Video Content powered by @autonolas 

------------------------------------
Disclosure: Many exciting @Delphi_Ventures port cos mentioned - get in touch with them to build!

I may own tokens mentioned. There is a whole laundry list of reasons this thesis could fail or change, and I'll have to do a separate thread on that. I note AI memecoins are extremely risky and you'll probably lose your entire stake in most.",0
"Will Ethereum remain institutions' top choice?

@jonahrobrts breaks down the blockchain competition for TradFi's attention 🤼‍♂️

========================================

Disruption. Digitization. Financial inclusion. Future-proofing.

What do all of these oft-repeated buzzwords have in common? They’ve all been used by crypto-pilled associates at TradFi firms to pitch their bosses on the exciting upside of blockchain tech. This year, it seems, the executives are listening.

Institutions jumped into crypto more headlong than ever in 2024. Their moves are starting to bridge the gap between TradFi and DeFi. However, this article isn’t focused on why firms are building onchain. Instead, we are focusing on where these funds are choosing to build.

----------------------------

What’s Happening on Ethereum?
Ethereum is the world’s largest smart-contract blockchain network. It has secured over $90 billion in RWAs, including stablecoins. 2024 has been a big year for the adoption of non-stablecoin RWAs on Ethereum as well, with the network growing its onchain U.S. treasuries, bonds, and cash equivalents from $800 million to over $1.5 billion and overall non-stablecoin RWA value to $2.9 billion.

Some of the major players building on Ethereum this year include @Visa, @BlackRock, and @FTI_US

Earlier this month, Visa announced that they are building the Visa Tokenized Asset Platform (VTAP) on Ethereum. This is the company’s biggest step toward crypto adoption thus far. VTAP enables Visa to issue and manage fiat-backed tokens on Ethereum. It is intended to be a sandbox for participating financial institutional partners to create and experiment with fiat-backed tokens. They expect to begin piloting the platform with Spanish multinational bank BBVA in 2025. While the VTAP program is certainly an experiment, it gives credit to the thesis that TradFi will migrate its operations onto Ethereum over the coming decades.

Earlier this year, BlackRock and Franklin Templeton both incepted nine-figure onchain funds. BlackRock’s fund, dubbed $BUIDL (BlackRock USD Institutional Digital Liquidity Fund), is the larger of the two, currently sitting at $522 million.

BlackRock also leads the institutional charge on crypto ETFs with the launches of its $IBIT Bitcoin and $ETHA Ethereum ETFs. While these funds don’t give investors the chance to custody anything onchain, they do provide a more traditionally attractive method of gaining exposure to the crypto economy. While BlackRock’s head of digital assets, @robbiemitchnick, made clear on Bankless that following IBIT and ETHA, there were no immediate plans to create ETFs for any other crypto assets, the firm has shown interest in integrating elsewhere across the Web3 ecosystem.

----------------------------

Who Else Is Competing for Institutional Attention?
As the landscape expands, Ethereum’s competitors are vying for institutional attention. Solana and Stellar are both making strides, particularly in the realm of RWAs.

-- @StellarOrg's focus on partnerships with large financial institutions like @IBM  has resulted in its second-highest RWA value, boasting $421 million in tokenized RWAs.

-- @solana, often praised for its speed and throughput, is also emerging as an important player in the race toward institutional adoption. Franklin Templeton announced at @SolanaConf that they are bringing compatibility for $FOBXX, their $445 million on-chain fund, to Solana. Still, as things stand, Solana’s RWA value remains relatively low at only $120 million.

EVM-compatible networks such as @arbitrum, @0xPolygon, @avax, and @0xMantle are playing pivotal roles as well. Combining for over $190 million in RWA value, these networks offer institutions familiar smart contract architectures with the added benefit of Layer 2 scalability. Still, Ethereum mainnet’s $2.9 billion in (stablecoin-excluded) RWA value dwarfs these smaller networks, reinforcing its dominance in this space.

Yet, the success of Ethereum’s competitors highlights a critical point: institutions are no longer bound to a single network. While Ethereum is foundational, blockchains like Solana and Stellar provide alternatives that are increasingly hard to ignore. However, they also present novel interoperability concerns.

Interoperability is central to the future of institutional blockchain adoption. As Visa states in their VTAP press release announcement, the largest benefits of building onchain include easy integration, programmability, and interoperability. Institutions that venture onto non-EVM chains like Solana or Stellar may face challenges in asset liquidity and protocol compatibility. This can lead to reliance on third-party services to bridge assets between chains, which introduces complexity and security risks. Ethereum’s widespread use means that staying within the EVM ecosystem—whether through Ethereum or Layer 2 solutions—remains the simplest and most secure option for institutions.

----------------------------

Future Outlook
Institutions like Blackrock are well aware of Ethereum’s value proposition. As BlackRock’s Head of Digital Assets noted on Bankless, institutional investors are “students of the market” and “students of the technology.” They rely on proven technologies, and Ethereum’s strong track record makes it the logical choice for most blockchain projects. BlackRock’s collaborations with @coinbase and @circle further highlight how deeply entrenched Ethereum is becoming in the world of institutional finance.

However, for Ethereum to maintain its lead in the race toward institutional adoption, it must continue to balance world-class security and stability with the performance and scalability that competing chains continue to push. The race to capture the attention of institutional finance will be won by the network that can not only meet today’s demands but also anticipate the needs of tomorrow. Ethereum is well-positioned for now, but staying on top will require constant evolution.",0
"Well said!

Our Retail and Institutional products have a long way to grow with international expansion, derivatives, more assets, etc, while we recognize more and more utility is moving onchain with Base, and CDP/Commerce can power crypto integrations for thousands of businesses.

We also have a platform team that builds common components amongst these different groups, like user onboarding, asset/chain support, custody, etc so we can build it once in an excellent way across these products.",0
